sku,family,M,N,K,dtype,median_s,iqr_s,n_iters
v5e,skinny,4096,8192,32,bf16,0.0002998600000410079,3.6999999792897142e-06,20
v5e,skinny,4096,8192,64,bf16,0.00030060999984016235,3.5097496038360987e-06,20
v5e,skinny,4096,8192,128,bf16,0.00030105999985607923,2.4850003228493733e-06,20
v5e,skinny,8192,1,4096,bf16,0.00020687999995061546,3.239750071770686e-06,20
v5e,skinny,8192,8,4096,bf16,0.0001376499999423686,3.0150000611683936e-06,20
v5e,skinny,8192,16,4096,bf16,0.00013690500009033713,1.3724999234909774e-06,20
v5e,skinny,8192,32,4096,bf16,0.00013769999964097224,3.345749632899242e-06,20
v5e,skinny,8192,64,4096,bf16,0.00013796449979963654,3.5472501167532755e-06,20
v5e,skinny,8192,128,4096,bf16,0.00016095000000859727,1.2270002116565593e-06,20
v5e,skinny,8192,4096,1,bf16,0.0003195950000645098,3.584999944905576e-06,20
v5e,skinny,8192,4096,8,bf16,0.000312249999751657,2.750000021478627e-06,20
v5e,skinny,8192,4096,16,bf16,0.0003126250001059816,2.129499875991314e-06,20
v5e,skinny,8192,4096,32,bf16,0.00031391050015372457,3.6677499792858725e-06,20
v5e,skinny,8192,4096,64,bf16,0.0003145099999528611,3.437499913161446e-06,20
v5e,skinny,8192,4096,128,bf16,0.00032250000003841706,5.945000111751142e-06,20
v5e,skinny,16384,1,4096,bf16,0.00030170500008352974,2.8042499025104917e-06,20
v5e,skinny,16384,8,4096,bf16,0.0002990899999986141,2.1525002011912875e-06,20
v5e,skinny,16384,16,4096,bf16,0.00030003500023667584,2.2825003043180914e-06,20
v5e,skinny,16384,32,4096,bf16,0.0003017349999936414,2.6060002937811078e-06,20
v5e,skinny,16384,64,4096,bf16,0.00030496000022139924,3.6627502595365513e-06,20
v5e,skinny,16384,128,4096,bf16,0.00031628500028091366,3.371749698999338e-06,20
v5e,skinny,16384,4096,1,bf16,0.0005266350001420506,4.499999931795173e-06,20
v5e,skinny,16384,4096,8,bf16,0.0005295655000736588,3.678500434034504e-06,20
v5e,skinny,16384,4096,16,bf16,0.0005281249998461135,2.819999735947931e-06,20
v5e,skinny,16384,4096,32,bf16,0.0005284599999413331,3.6707499475596705e-06,20
v5e,skinny,16384,4096,64,bf16,0.0005309404998570244,4.29949989211309e-06,20
v5e,skinny,16384,4096,128,bf16,0.0005188000000089232,3.4082502224919153e-06,20
v5e,square,128,128,128,bf16,0.00011169000026711728,1.9449998944764957e-06,20
v5e,square,128,128,128,int8,0.00010904999999183929,4.4459995933721075e-06,20
v5e,square,256,256,256,bf16,0.00010861499981729139,2.7524999950401252e-06,20
v5e,square,256,256,256,int8,0.00011013499988621334,2.547500002947345e-06,20
v5e,square,384,384,384,bf16,0.00011315499978081789,3.2725000664868276e-06,20
v5e,square,384,384,384,int8,0.00011227999993934645,1.590000351825438e-06,20
v5e,square,512,512,512,bf16,0.00011332999997648585,3.36499988407013e-06,20
v5e,square,512,512,512,int8,0.0001119700000344892,2.1424997385111055e-06,20
v5e,square,768,768,768,bf16,0.00011546950008778367,3.693249936986831e-06,20
v5e,square,768,768,768,int8,0.00011309499996059458,2.190000031987438e-06,20
v5e,square,1024,1024,1024,bf16,0.0001299699997616699,2.688500012482109e-05,20
v5e,square,1024,1024,1024,int8,0.00011741499997697247,3.5274995298095746e-06,20
v5e,square,1536,1536,1536,bf16,0.00014933500006009126,2.430000108688546e-06,20
v5e,square,1536,1536,1536,int8,0.0001316749999205058,2.7600002567851334e-06,20
v5e,square,2048,2048,2048,bf16,0.00020056999983353307,2.6124997702936525e-06,20
v5e,square,2048,2048,2048,int8,0.00016006949999791686,7.472500101357582e-06,20
v5e,square,3072,3072,3072,bf16,0.00041421500009164447,3.4727498814390856e-06,20
v5e,square,3072,3072,3072,int8,0.000263055000004897,2.7199999976801337e-06,20
v5e,square,4096,4096,4096,bf16,0.0008302150001782138,4.170249894741573e-06,20
v5e,square,4096,4096,4096,int8,0.0004696399998920242,4.115000251658785e-06,20
v5e,square,6144,6144,6144,bf16,0.002525740000010046,2.3224996539283893e-06,20
v5e,square,6144,6144,6144,int8,0.0013202249999721971,5.052749997958017e-06,20
v5e,square,8192,8192,8192,bf16,0.00614083499976914,5.771500127593754e-06,20
v5e,square,8192,8192,8192,int8,0.002979494500095825,4.34924970704742e-06,20
v5e,square,12288,12288,12288,bf16,0.020079363499917235,9.344999966742762e-06,20
v5e,square,12288,12288,12288,int8,0.010381499499999336,3.362249799465644e-06,20
v5e,square,16384,16384,16384,bf16,0.04701617149999038,5.318500257089909e-06,20
v5e,square,16384,16384,16384,int8,0.02413060799995037,4.287500132704736e-06,20
v5e,tile_probe,255,4096,4096,bf16,0.0001597200000560406,2.710000217120978e-06,20
v5e,tile_probe,255,4096,4096,int8,0.00013716999978896638,2.0825000319746323e-06,20
v5e,tile_probe,256,4096,4096,bf16,0.00016019500003494613,1.5099999473022763e-06,20
v5e,tile_probe,256,4096,4096,int8,0.00013791499986837152,2.1300000980772893e-06,20
v5e,tile_probe,257,4096,4096,bf16,0.00016295499995067075,2.187500285799615e-06,20
v5e,tile_probe,257,4096,4096,int8,0.00014215000032891112,3.425749923735566e-06,20
v5e,tile_probe,384,4096,4096,bf16,0.00018508999983168906,5.158249905434786e-06,20
v5e,tile_probe,384,4096,4096,int8,0.00014795000015510595,2.0472501773838303e-06,20
v5e,tile_probe,511,4096,4096,bf16,0.00020847500013587705,2.9025000003457535e-06,20
v5e,tile_probe,511,4096,4096,int8,0.00016178500004571106,2.8525001880552736e-06,20
v5e,tile_probe,512,4096,4096,bf16,0.00020700999994005542,3.0999997306935256e-06,20
v5e,tile_probe,512,4096,4096,int8,0.00016053000013016572,2.6675000981413177e-06,20
v5e,tile_probe,513,4096,4096,bf16,0.00020801999971808982,1.4199999895936344e-06,20
v5e,tile_probe,513,4096,4096,int8,0.00016882499994608224,1.7702494687910075e-06,20
v5e,tile_probe,640,4096,4096,bf16,0.0002399444997536193,3.739250018952589e-06,20
v5e,tile_probe,640,4096,4096,int8,0.0001807850001114275,4.487500405048195e-06,20
v5e,tile_probe,1023,4096,4096,bf16,0.00029665500005648937,3.122499833807524e-06,20
v5e,tile_probe,1023,4096,4096,int8,0.0002068400001462578,9.895000061987957e-06,20
v5e,tile_probe,1024,4096,4096,bf16,0.0002959545001885999,2.41225018271507e-06,20
v5e,tile_probe,1024,4096,4096,int8,0.00020496499996625062,3.4875001801992767e-06,20
v5e,tile_probe,1025,4096,4096,bf16,0.0002991894998558564,1.2177503094790154e-06,20
v5e,tile_probe,1025,4096,4096,int8,0.00021497000011549972,3.6700000691780588e-06,20
v5e,tile_probe,1152,4096,4096,bf16,0.00031823500012251316,2.4149999262590427e-06,20
v5e,tile_probe,1152,4096,4096,int8,0.00021601449998343014,2.7874997385879396e-06,20
v5e,tile_probe,1920,4096,4096,bf16,0.0004531099998530408,3.0275002700363984e-06,20
v5e,tile_probe,1920,4096,4096,int8,0.00028332500005490147,1.8924997675640043e-06,20
v5e,tile_probe,2047,4096,4096,bf16,0.00047642549998272443,1.255000142919016e-06,20
v5e,tile_probe,2047,4096,4096,int8,0.00029499500010388147,2.172500103370112e-06,20
v5e,tile_probe,2048,4096,4096,bf16,0.00047743099980834813,1.7550001985000563e-06,20
v5e,tile_probe,2048,4096,4096,int8,0.00029627999992953846,4.859999648942903e-06,20
v5e,tile_probe,2049,4096,4096,bf16,0.00048670000001038716,1.5574998997180955e-06,20
v5e,tile_probe,2049,4096,4096,int8,0.0003016944997398241,3.818249865616963e-06,20
v5e,tile_probe,4096,4096,255,bf16,0.00022698499992657162,2.405000259386725e-06,20
v5e,tile_probe,4096,4096,255,int8,0.0002236200000425015,3.682499709611875e-06,20
v5e,tile_probe,4096,4096,256,bf16,0.00022558500018021732,2.8375000056257704e-06,20
v5e,tile_probe,4096,4096,256,int8,0.00022191999983078858,4.692500397140975e-06,20
v5e,tile_probe,4096,4096,257,bf16,0.0002272650001486909,2.267500235575426e-06,20
v5e,tile_probe,4096,4096,257,int8,0.00022430500030168332,2.6474997412151424e-06,20
v5e,tile_probe,4096,4096,384,bf16,0.0002284899999267509,3.700249635585351e-06,20
v5e,tile_probe,4096,4096,384,int8,0.00022580999984711525,2.7927503651881125e-06,20
v5e,tile_probe,4096,4096,511,bf16,0.00022960499995861028,1.4975001931816223e-06,20
v5e,tile_probe,4096,4096,511,int8,0.00022545500019077735,2.6727499289336265e-06,20
v5e,tile_probe,4096,4096,512,bf16,0.00022939499990570766,3.2124999052030034e-06,20
v5e,tile_probe,4096,4096,512,int8,0.0002260450000903802,1.8174998785980279e-06,20
v5e,tile_probe,4096,4096,513,bf16,0.00024262999977509025,3.656499643511779e-06,20
v5e,tile_probe,4096,4096,513,int8,0.00022712949999004195,2.354999992348894e-06,20
v5e,tile_probe,4096,4096,640,bf16,0.0002422199997909047,2.71875023827306e-06,20
v5e,tile_probe,4096,4096,640,int8,0.00021846049980922544,2.955000468318758e-06,20
v5e,tile_probe,4096,4096,1023,bf16,0.0002919450000717916,2.6725000452643144e-06,20
v5e,tile_probe,4096,4096,1023,int8,0.0002283799999531766,3.0774999686400406e-06,20
v5e,tile_probe,4096,4096,1024,bf16,0.0003005445003054774,2.537750219744339e-06,20
v5e,tile_probe,4096,4096,1024,int8,0.00022777999993195408,2.6475001959624933e-06,20
v5e,tile_probe,4096,4096,1025,bf16,0.00033890499980770983,2.6525003704591654e-06,20
v5e,tile_probe,4096,4096,1025,int8,0.0002615599998989637,4.332499884185381e-06,20
v5e,tile_probe,4096,4096,1152,bf16,0.0003193800000644842,6.515250106531312e-06,20
v5e,tile_probe,4096,4096,1152,int8,0.00022325499980979657,4.875000058746082e-06,20
v5e,tile_probe,4096,4096,1920,bf16,0.00044806500022787077,2.151749868062325e-06,20
v5e,tile_probe,4096,4096,1920,int8,0.00028393999991749297,3.146750259475084e-06,20
v5e,tile_probe,4096,4096,2047,bf16,0.0004695899999660469,2.739999899858958e-06,20
v5e,tile_probe,4096,4096,2047,int8,0.0002917799999977433,1.8299997464055195e-06,20
v5e,tile_probe,4096,4096,2048,bf16,0.0004705700000613433,3.840749855044123e-06,20
v5e,tile_probe,4096,4096,2048,int8,0.00029236999989734613,2.8425002938092803e-06,20
v5e,tile_probe,4096,4096,2049,bf16,0.0004946849999214464,5.134999582878663e-06,20
v5e,tile_probe,4096,4096,2049,int8,0.00031647499986320327,5.035000071984541e-06,20
v6e,random,136,752,192,bf16,0.00013442499999882784,5.4799999773536e-06,20
v6e,random,136,752,192,int8,0.00013686500000176238,4.785000015772312e-06,20
v6e,random,144,288,9312,bf16,0.00012515999999607175,2.232499987542269e-06,20
v6e,random,144,288,9312,int8,0.00011725000000240016,4.062500003954028e-06,20
v6e,random,144,6624,10736,bf16,0.00021086499999967145,2.474249988893007e-06,20
v6e,random,152,4200,144,bf16,0.00011751499999945736,7.54500001676206e-06,20
v6e,random,160,4464,2528,bf16,0.000123089999988224,4.2224999958762055e-06,20
v6e,random,160,4464,2528,int8,0.00012486500000363776,1.533750000959344e-05,20
v6e,random,176,816,1032,bf16,0.00012385500001244054,5.6500000269466e-06,20
v6e,random,176,816,1032,int8,0.00011762500000145337,7.76750000852644e-06,20
v6e,random,176,7592,176,bf16,0.00012137000000222997,5.487499997514078e-06,20
v6e,random,184,184,8672,bf16,0.00011555049999856237,4.5449999959146226e-06,20
v6e,random,184,424,2080,bf16,0.00011500000000808086,7.434999993449765e-06,20
v6e,random,184,1296,1024,bf16,0.00011568500001146731,5.466750018001676e-06,20
v6e,random,184,1448,4736,bf16,0.0001237700000018549,2.229250000596039e-06,20
v6e,random,184,1856,328,bf16,0.0001163499999989881,4.7375000065130735e-06,20
v6e,random,184,5456,6888,bf16,0.00015650500000674583,5.624750038180082e-06,20
v6e,random,192,7280,5832,bf16,0.0001427750000004835,3.5249999967845724e-06,20
v6e,random,200,2128,336,bf16,0.0001153149999879588,3.3874999942895556e-06,20
v6e,random,208,136,616,bf16,0.00011538500001506691,2.6774999852818837e-06,20
v6e,random,208,136,616,int8,0.00011529500000051485,2.0575000263534093e-06,20
v6e,random,216,1152,872,bf16,0.00011659499999439049,5.959999995752696e-06,20
v6e,random,216,2712,11512,bf16,0.0001404050000104462,3.7074999994501923e-06,20
v6e,random,216,2712,11512,int8,0.00012477999999305212,2.7274999752080475e-06,20
v6e,random,224,928,128,bf16,0.00011553999999591724,6.534999982932277e-06,20
v6e,random,224,928,128,int8,0.00011639499999205327,5.83000000631273e-06,20
v6e,random,240,3320,2960,bf16,0.0001229050000119969,3.7349999786329136e-06,20
v6e,random,240,4344,504,bf16,0.00012137999999595195,3.4275000189154525e-06,20
v6e,random,240,4344,504,int8,0.00011613000000920692,6.674999994515929e-06,20
v6e,random,248,584,4128,bf16,0.00011951000001886314,8.339999993722813e-06,20
v6e,random,264,14352,9608,bf16,0.00031036999999400905,2.2925000138229734e-06,20
v6e,random,264,14352,9608,int8,0.0002196200000241788,2.585000004273752e-06,20
v6e,random,272,2240,3752,bf16,0.0001233349999836264,2.162499995961298e-06,20
v6e,random,296,2112,1728,bf16,0.00012284999999678803,2.482500008227362e-06,20
v6e,random,296,2208,13392,bf16,0.00014286999999058025,3.3625000099846147e-06,20
v6e,random,304,848,176,bf16,0.00011445500001627806,3.335000002380184e-06,20
v6e,random,304,848,176,int8,0.00011644499997487401,7.874999994328391e-06,20
v6e,random,304,8440,1776,bf16,0.00012620500001503387,2.6900000307250593e-06,20
v6e,random,312,13696,6240,bf16,0.00024130499997454535,4.910000029667572e-06,20
v6e,random,320,3344,336,bf16,0.0001601550000032148,4.862749995027116e-05,20
v6e,random,328,8432,1984,bf16,0.00013007500001549488,4.134999954885643e-06,20
v6e,random,328,8432,1984,int8,0.00012224999997556552,4.80999997876097e-06,20
v6e,random,328,12552,288,bf16,0.0001247400000181642,2.542500013191784e-06,20
v6e,random,336,2808,5888,bf16,0.00014615000000617329,4.442499971446523e-06,20
v6e,random,336,14296,3328,bf16,0.00016951500001027853,5.207499981452202e-06,20
v6e,random,344,12376,752,bf16,0.00013844000000062806,5.635000007941926e-06,20
v6e,random,392,3736,3744,bf16,0.00014705999998909647,4.357500046126006e-06,20
v6e,random,400,4848,2912,bf16,0.00014104000001680106,5.165000018791943e-06,20
v6e,random,400,4848,2912,int8,0.00014557000000081644,8.6850000116101e-06,20
v6e,random,408,9000,176,bf16,0.00013863999998875443,5.914999974265811e-06,20
v6e,random,408,9000,176,int8,0.0001373950000242985,9.225000013657336e-06,20
v6e,random,448,184,144,bf16,0.00013083499999311243,4.0825000411359724e-06,20
v6e,random,448,184,144,int8,0.00012922499999490356,5.042499964247327e-06,20
v6e,random,520,2200,1888,bf16,0.00013684000001035201,2.4449999784792453e-06,20
v6e,random,552,1000,152,bf16,0.00013712999995618702,3.955000025257505e-06,20
v6e,random,552,1000,152,int8,0.00013323000001719265,7.480000107307205e-06,20
v6e,random,576,480,8440,bf16,0.00013738500007320908,6.500000012010787e-06,20
v6e,random,576,480,8440,int8,0.00013228000000253815,5.160000029036382e-06,20
v6e,random,616,6112,384,bf16,0.0001430249999998523,6.6100000140068005e-06,20
v6e,random,656,272,1144,bf16,0.0001333450000515768,9.792500009098148e-06,20
v6e,random,656,272,1144,int8,0.0001362049999897863,4.990000064708511e-06,20
v6e,random,680,1032,13896,bf16,0.00016583500001843277,4.642500044838016e-06,20
v6e,random,704,296,856,bf16,0.00014002000000346015,3.945000003113819e-06,20
v6e,random,704,296,856,int8,0.00013516500007426657,5.125000086536602e-06,20
v6e,random,728,2056,616,bf16,0.00013874500001520573,2.7075000161858043e-06,20
v6e,random,728,2056,616,int8,0.0001387650000310714,3.9250000440915755e-06,20
v6e,random,744,976,1776,bf16,0.0001383800000667179,4.230000030247538e-06,20
v6e,random,744,976,1776,int8,0.00014318000000912434,8.675000032098978e-06,20
v6e,random,768,2096,1976,bf16,0.00014164499998514657,6.197499999416323e-06,20
v6e,random,872,10600,1952,bf16,0.00018144500000971675,4.872500028341165e-06,20
v6e,random,872,15768,11320,bf16,0.0005568000000266693,5.417500005933107e-06,20
v6e,random,872,15768,11320,int8,0.00039374499999667023,7.929999981115543e-06,20
v6e,random,880,344,12128,bf16,0.0001399999999875945,4.125000003796231e-06,20
v6e,random,880,344,12128,int8,0.00013990999997304243,4.3300000811541395e-06,20
v6e,random,888,536,496,bf16,0.00013608500000827917,3.999999961479261e-06,20
v6e,random,912,336,200,bf16,0.00011651499998777126,7.332499968981665e-06,20
v6e,random,920,10584,160,bf16,0.00014762000000700937,7.992500009379455e-06,20
v6e,random,952,6784,2680,bf16,0.00018732499999885022,4.679999996426432e-06,20
v6e,random,960,4520,4040,bf16,0.00017057000000875178,6.112500003041532e-06,20
v6e,random,1000,2208,232,bf16,0.00012673000000518186,4.500000017060302e-06,20
v6e,random,1000,2208,232,int8,0.00013817500000357086,4.2824999937352e-06,20
v6e,random,1000,9048,200,bf16,0.00014582949999919492,4.584999985013383e-06,20
v6e,random,1000,9048,200,int8,0.00016004499998700794,3.1875000203740456e-06,20
v6e,random,1008,2600,16000,bf16,0.0002365145000027269,8.414999982164773e-06,20
v6e,random,1088,13144,1448,bf16,0.00017831499999942935,7.022499978859287e-06,20
v6e,random,1200,1504,5904,bf16,0.00014873499999623618,4.9724999726663555e-06,20
v6e,random,1232,6976,3480,bf16,0.00019912500000884847,3.511749994800084e-06,20
v6e,random,1232,6976,3480,int8,0.0001721799999927498,4.937500023061148e-06,20
v6e,random,1288,448,280,bf16,0.0001197849999527989,5.502500002307897e-06,20
v6e,random,1328,6632,2392,bf16,0.00017416000000025633,2.7499999930569174e-06,20
v6e,random,1328,6632,2392,int8,0.00015911999997797466,4.762500012134296e-06,20
v6e,random,1344,10032,200,bf16,0.0001534049999918352,3.4525000245366755e-06,20
v6e,random,1352,9584,11896,bf16,0.0005454500000041662,1.4717500036454112e-05,20
v6e,random,1376,14616,5520,bf16,0.00040953999999260304,2.0075000151109634e-06,20
v6e,random,1376,14616,5520,int8,0.0002731499999981679,8.014999977490334e-06,20
v6e,random,1432,1672,5800,bf16,0.00016162000000008447,2.2974999893676795e-06,20
v6e,random,1432,1672,5800,int8,0.00014853499999389896,5.64750000364711e-06,20
v6e,random,1496,6696,368,bf16,0.00014982999999801905,7.110000012744422e-06,20
v6e,random,1496,6696,368,int8,0.00014719500001092456,4.119999999829815e-06,20
v6e,random,1600,1016,160,bf16,0.0001270299999873714,7.652500016774866e-06,20
v6e,random,1600,1016,160,int8,0.0001244900000187954,7.489999987342344e-06,20
v6e,random,1600,1216,520,bf16,0.0001251599999818609,3.4074999888389357e-06,20
v6e,random,1624,200,15016,bf16,0.00013531499999430707,8.97749997363917e-06,20
v6e,random,1664,384,5568,bf16,0.00013040999996860592,7.467499969493474e-06,20
v6e,random,1688,7584,1360,bf16,0.0001709850000111146,8.03000001781129e-06,20
v6e,random,1696,6624,16152,bf16,0.000603089999998474,6.605000010040385e-06,20
v6e,random,1696,6624,16152,int8,0.0003745049999679395,5.079999937152024e-06,20
v6e,random,1752,1096,11728,bf16,0.00020607999999811,6.302499969024211e-06,20
v6e,random,1920,136,4072,bf16,0.00012577500001498265,5.630000060818929e-06,20
v6e,random,1920,136,4072,int8,0.0001285005000113415,1.4807750062573177e-05,20
v6e,random,1960,456,416,bf16,0.00013085000000501168,1.3382500071656978e-05,20
v6e,random,2040,208,856,bf16,0.00012605500000972825,6.575000043085311e-06,20
v6e,random,2040,208,856,int8,0.00012296500005959388,6.830000017998827e-06,20
v6e,random,2048,136,5440,bf16,0.00012795499998219384,1.3742500044600092e-05,20
v6e,random,2048,136,5440,int8,0.00012481999999636173,5.497500040974046e-06,20
v6e,random,2112,2384,13656,bf16,0.00032113999998273357,5.297500081269391e-06,20
v6e,random,2112,2384,13656,int8,0.00023323950000531113,2.499999936844688e-06,20
v6e,random,2120,328,1648,bf16,0.00012905999994927697,3.7249999707000825e-06,20
v6e,random,2136,328,14552,bf16,0.00016283999997313003,8.222499985777176e-06,20
v6e,random,2144,552,3336,bf16,0.0001327549999814437,5.227500054161283e-06,20
v6e,random,2144,552,3336,int8,0.00012809999998353305,9.089999963407536e-06,20
v6e,random,2288,664,856,bf16,0.00013105499999710446,1.085000002376546e-05,20
v6e,random,2288,7848,264,bf16,0.00016492499997866616,3.862500022933091e-06,20
v6e,random,2432,328,232,bf16,0.00012216499993655816,6.447499970363424e-06,20
v6e,random,2432,328,232,int8,0.00012332000000014887,5.422500095164651e-06,20
v6e,random,2432,4416,1792,bf16,0.00017167999999401218,7.337499965842653e-06,20
v6e,random,2432,4416,1792,int8,0.00014977000000726548,4.924999984723399e-06,20
v6e,random,2536,824,16168,bf16,0.00020730499994670026,5.850000007967537e-06,20
v6e,random,2536,824,16168,int8,0.00017641499999854204,5.072500044889239e-06,20
v6e,random,2656,960,2520,bf16,0.00013685000004670655,5.509999994046666e-06,20
v6e,random,2776,1424,288,bf16,0.00012773999998216823,4.8075000336211815e-06,20
v6e,random,2816,480,160,bf16,0.00012458499998047046,6.8099998884463275e-06,20
v6e,random,3040,488,3872,bf16,0.00013810500001909531,3.527499956135216e-06,20
v6e,random,3040,488,3872,int8,0.00012917500009734795,8.650000097532029e-06,20
v6e,random,3080,10784,176,bf16,0.00020732000007228635,6.3525000086883665e-06,20
v6e,random,3080,10784,176,int8,0.00020816000005652313,7.024999945315358e-06,20
v6e,random,3304,4104,288,bf16,0.0001542149999522735,6.047500107797532e-06,20
v6e,random,3336,5128,224,bf16,0.0001637000000300759,5.757500105119107e-06,20
v6e,random,3336,5128,224,int8,0.00016009000000849483,5.242499980795401e-06,20
v6e,random,3368,600,4032,bf16,0.0001421400000936046,4.772500176386529e-06,20
v6e,random,3384,744,640,bf16,0.00012545000004138274,8.780000086971995e-06,20
v6e,random,3384,744,640,int8,0.0001271900000574533,8.275000197954796e-06,20
v6e,random,3616,848,248,bf16,0.00014638999994076585,1.3627500038637663e-05,20
v6e,random,3712,2192,4488,bf16,0.00023775999989084085,8.65000004068861e-06,20
v6e,random,3752,632,304,bf16,0.0001422949999323464,8.317500032717362e-06,20
v6e,random,3856,536,5312,bf16,0.0001802399999633053,4.707499897449452e-06,20
v6e,random,3896,6880,15008,bf16,0.001312480000024152,1.5517499946327007e-05,20
v6e,random,3984,5896,6184,bf16,0.0005601999999953478,9.372500130666594e-06,20
v6e,random,4040,2024,7048,bf16,0.0003232249999882697,1.2702499986971816e-05,20
v6e,random,4048,7696,3432,bf16,0.00044080999998641346,9.242500141226628e-06,20
v6e,random,4048,7696,3432,int8,0.00030759999992824305,1.3142500051799288e-05,20
v6e,random,4144,14912,2080,bf16,0.0005028050001101292,7.559999914974469e-06,20
v6e,random,4144,14912,2080,int8,0.0003731050001078984,3.5799999409391603e-06,20
v6e,random,4152,2944,2488,bf16,0.000224974499928976,7.590000109303219e-06,20
v6e,random,4248,1640,576,bf16,0.00015660999997635372,2.1267499960231362e-05,20
v6e,random,4336,192,712,bf16,0.00013917000001129054,8.142500064423075e-06,20
v6e,random,4336,192,712,int8,0.00013829500005613227,1.0664999877008086e-05,20
v6e,random,4336,200,872,bf16,0.00014100500004587957,5.632500233332394e-06,20
v6e,random,4336,200,872,int8,0.00013935499998751766,7.577500014122052e-06,20
v6e,random,4744,7992,256,bf16,0.0002362450001101024,7.795000158239418e-06,20
v6e,random,4744,7992,256,int8,0.00023662500007048948,6.052499941233691e-06,20
v6e,random,4832,200,1016,bf16,0.0001426000000037675,8.430000093540002e-06,20
v6e,random,4832,200,1016,int8,0.00014125999996394967,5.892249930639082e-06,20
v6e,random,4944,1080,2224,bf16,0.00016821999997773673,8.332499874086352e-06,20
v6e,random,4944,1080,2224,int8,0.00016364500004328875,5.74250009321986e-06,20
v6e,random,5064,1544,11616,bf16,0.00038596500007770373,9.120000015627738e-06,20
v6e,random,5064,1544,11616,int8,0.0002998799999431867,6.387500036453275e-06,20
v6e,random,5264,10864,240,bf16,0.00028789999998934945,7.110000069587841e-06,20
v6e,random,5264,10864,240,int8,0.00028254000005745183,7.359999983691523e-06,20
v6e,random,5896,1912,376,bf16,0.00016196499996112834,1.0025000051427924e-05,20
v6e,random,5896,1912,376,int8,0.00016333049995864712,7.2550000709270535e-06,20
v6e,random,6104,392,168,bf16,0.00014073499994537997,5.547500109059911e-06,20
v6e,random,6104,392,168,int8,0.00013826500003233377,3.209999931641505e-06,20
v6e,random,6272,11312,472,bf16,0.00032404500007032766,1.123999993524194e-05,20
v6e,random,6464,1376,15512,bf16,0.0005406500000617598,1.4530000044032931e-05,20
v6e,random,6464,1376,15512,int8,0.000332525000089845,5.829749852637178e-06,20
v6e,random,6512,1944,520,bf16,0.00017208999997819774,8.73000004730784e-06,20
v6e,random,6512,1944,520,int8,0.00016882499994608224,1.0155000097711309e-05,20
v6e,random,6904,2192,1296,bf16,0.00019295000004149188,9.994999970786012e-06,20
v6e,random,6920,1320,400,bf16,0.00015847999998186424,2.0134999829224398e-05,20
v6e,random,6936,960,7176,bf16,0.00027284000009331066,6.847499889772735e-06,20
v6e,random,6936,960,7176,int8,0.00022526500004005356,7.3200000656470365e-06,20
v6e,random,7360,816,624,bf16,0.00015029999985927134,5.2624998261308065e-06,20
v6e,random,7432,5056,3664,bf16,0.0004987900000514855,5.8624999041967385e-06,20
v6e,random,7432,5056,3664,int8,0.00035351999997601524,1.1652500177206093e-05,20
v6e,random,7680,1008,14848,bf16,0.0004365650000863752,9.554999792271701e-06,20
v6e,random,7680,1008,14848,int8,0.0003141199999845412,1.2012499780666985e-05,20
v6e,random,7992,6912,856,bf16,0.0003002649999643836,1.3470000055804121e-05,20
v6e,random,7992,6912,856,int8,0.0002848500000709464,5.082500138087198e-06,20
v6e,random,8208,152,4416,bf16,0.0001516700000365745,9.252499921785784e-06,20
v6e,random,8208,152,4416,int8,0.0001404849997470592,1.0774999736895552e-06,20
v6e,random,8336,424,256,bf16,0.00014062999980524182,7.747500376353855e-06,20
v6e,random,8336,424,256,int8,0.00014077499986342445,4.122500058656442e-06,20
v6e,random,8456,14960,13312,bf16,0.0049177749999671505,9.74000022324617e-06,20
v6e,random,8456,14960,13312,int8,0.0036743250000199623,1.455749986689625e-05,20
v6e,random,8872,1272,10728,bf16,0.00045672500004911853,7.857499554120295e-06,20
v6e,random,9024,9832,168,bf16,0.0003659700000753219,5.302500085235806e-06,20
v6e,random,9024,9832,168,int8,0.00037185000019235304,1.2954999647263321e-05,20
v6e,random,9160,6592,3272,bf16,0.0006550350001361949,1.1727499895641813e-05,20
v6e,random,9160,6592,3272,int8,0.0006473100002040155,6.4074999954755185e-06,20
v6e,random,9216,1528,680,bf16,0.000176199999941673,7.212499895103974e-06,20
v6e,random,9520,384,240,bf16,0.00014803499993831792,5.217499960963323e-06,20
v6e,random,9520,384,240,int8,0.00014907000013408833,4.147499794271425e-06,20
v6e,random,9544,2744,728,bf16,0.00021196500006226415,1.506000035078614e-05,20
v6e,random,9624,392,2632,bf16,0.0001651449999826582,9.744999942995491e-06,20
v6e,random,9624,392,2632,int8,0.0001530849999653583,9.969999950953934e-06,20
v6e,random,9936,2176,160,bf16,0.0001877749998584477,5.809999947814504e-06,20
v6e,random,10144,672,408,bf16,0.00015306000000236963,1.361499971608282e-05,20
v6e,random,10744,6936,312,bf16,0.00032914000007622235,9.407499760527571e-06,20
v6e,random,10792,1296,8464,bf16,0.00047121000011429715,3.2592502066108864e-06,20
v6e,random,10792,1296,8464,int8,0.0003833850000773964,8.017500022106105e-06,20
v6e,random,11520,14024,144,bf16,0.0005438549999325915,7.697499768255511e-06,20
v6e,random,11520,14024,144,int8,0.0005511450001449703,5.815000122311176e-06,20
v6e,random,11784,224,4400,bf16,0.00020525500008261588,1.6154999912032508e-05,20
